120.88.73.122 | Informações geográficas não encontradas | 156.246.19.251 | Informações geográficas não encontradas | 1726018340
120.88.73.121 | Informações geográficas não encontradas | 0.38 | 3
41.78.188.144 | Informações geográficas não encontradas | 204.797 | 3
41.78.188.144 | Informações geográficas não encontradas | 204.724 | 3
41.78.188.207 | Informações geográficas não encontradas | 204.078 | 3
41.78.188.207 | Informações geográficas não encontradas | 233.607 | 3
41.78.188.207 | Informações geográficas não encontradas | 205.796 | 3
197.157.72.9 | Informações geográficas não encontradas | 211.406 | 3
197.157.72.9 | Informações geográficas não encontradas | 204.053 | 3
197.157.72.9 | Informações geográficas não encontradas | 203.245 | 3
154.92.25.2 | Informações geográficas não encontradas | 201.991 | 3
154.92.25.2 | Informações geográficas não encontradas | 202.074 | 3
154.92.25.2 | Informações geográficas não encontradas | 202.131 | 3
102.222.100.152 | Informações geográficas não encontradas | 154.92.25.2 | Informações geográficas não encontradas | 1726025774
10.201.255.1 | Informações geográficas não encontradas | 0.332 | 3
10.201.255.1 | Informações geográficas não encontradas | 0.303 | 3
10.201.255.1 | Informações geográficas não encontradas | 0.371 | 3
41.175.247.140 | Informações geográficas não encontradas | 15.955 | 3
41.175.247.140 | Informações geográficas não encontradas | 0.446 | 3
41.175.247.140 | Informações geográficas não encontradas | 0.273 | 3
77.246.57.0 | Informações geográficas não encontradas | 17.314 | 3
77.246.57.0 | Informações geográficas não encontradas | 17.268 | 3
77.246.57.0 | Informações geográficas não encontradas | 17.312 | 3
41.175.222.251 | Informações geográficas não encontradas | 19.198 | 3
41.175.222.251 | Informações geográficas não encontradas | 19.024 | 3
41.175.222.251 | Informações geográficas não encontradas | 19.095 | 3
196.60.10.204 | Informações geográficas não encontradas | 26.677 | 3
196.60.10.204 | Informações geográficas não encontradas | 18.968 | 3
196.60.10.204 | Informações geográficas não encontradas | 18.245 | 3
154.92.25.2 | Informações geográficas não encontradas | 16.846 | 3
154.92.25.2 | Informações geográficas não encontradas | 16.767 | 3
154.92.25.2 | Informações geográficas não encontradas | 16.767 | 3
190.7.112.15 | Informações geográficas não encontradas | 156.225.111.17 | Informações geográficas não encontradas | 1726025777
190.7.112.2 | Informações geográficas não encontradas | 0.413 | 3
190.7.112.2 | Informações geográficas não encontradas | 0.339 | 3
190.7.112.2 | Informações geográficas não encontradas | 0.402 | 3
138.0.40.117 | Informações geográficas não encontradas | 44.099 | 3
138.0.40.117 | Informações geográficas não encontradas | 12.337 | 3
138.0.40.117 | Informações geográficas não encontradas | 12.168 | 3
200.16.69.60 | Informações geográficas não encontradas | 47.088 | 3
200.16.69.60 | Informações geográficas não encontradas | 47.343 | 3
200.16.69.60 | Informações geográficas não encontradas | 47.037 | 3
200.16.69.73 | Informações geográficas não encontradas | 64.428 | 3
200.16.69.73 | Informações geográficas não encontradas | 64.807 | 3
200.16.69.73 | Informações geográficas não encontradas | 64.67 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
156.225.111.17 | Informações geográficas não encontradas | 74.184 | 3
156.225.111.17 | Informações geográficas não encontradas | 74.05 | 3
156.225.111.17 | Informações geográficas não encontradas | 74.088 | 3
138.204.7.245 | Informações geográficas não encontradas | 156.225.111.18 | Informações geográficas não encontradas | 1726025744
138.204.7.241 | Informações geográficas não encontradas | 0.697 | 3
138.204.7.241 | Informações geográficas não encontradas | 0.655 | 3
138.204.7.241 | Informações geográficas não encontradas | 0.405 | 3
168.227.255.237 | Informações geográficas não encontradas | 0.565 | 3
168.227.255.237 | Informações geográficas não encontradas | 0.429 | 3
168.227.255.237 | Informações geográficas não encontradas | 0.284 | 3
172.30.250.1 | Informações geográficas não encontradas | 17.664 | 3
172.30.250.1 | Informações geográficas não encontradas | 23.633 | 3
172.30.250.1 | Informações geográficas não encontradas | 19.678 | 3
10.32.18.1 | Informações geográficas não encontradas | 18.611 | 3
10.32.18.1 | Informações geográficas não encontradas | 18.783 | 3
10.32.18.1 | Informações geográficas não encontradas | 19.094 | 3
8.243.19.6 | Informações geográficas não encontradas | 23.061 | 3
8.243.19.6 | Informações geográficas não encontradas | 23.186 | 3
8.243.19.6 | Informações geográficas não encontradas | 23.117 | 3
8.243.19.5 | Informações geográficas não encontradas | 17.652 | 3
8.243.19.5 | Informações geográficas não encontradas | 24.81 | 3
8.243.19.5 | Informações geográficas não encontradas | 26.237 | 3
4.69.136.66 | Informações geográficas não encontradas | 155.602 | 3
4.69.136.66 | Informações geográficas não encontradas | 155.943 | 3
4.69.136.66 | Informações geográficas não encontradas | 156.181 | 3
4.14.101.14 | Informações geográficas não encontradas | 169.656 | 3
4.14.101.14 | Informações geográficas não encontradas | 172.109 | 3
4.14.101.14 | Informações geográficas não encontradas | 169.814 | 3
103.140.147.238 | Informações geográficas não encontradas | 156.584 | 3
103.140.147.238 | Informações geográficas não encontradas | 156.737 | 3
103.140.147.238 | Informações geográficas não encontradas | 156.5 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
103.140.147.203 | Informações geográficas não encontradas | 170.733 | 3
103.140.147.203 | Informações geográficas não encontradas | 169.623 | 3
98.98.230.245 | Informações geográficas não encontradas | 169.753 | 3
98.98.230.245 | Informações geográficas não encontradas | 169.71 | 3
98.98.230.245 | Informações geográficas não encontradas | 169.447 | 3
156.225.111.18 | Informações geográficas não encontradas | 169.615 | 3
156.225.111.18 | Informações geográficas não encontradas | 169.476 | 3
156.225.111.18 | Informações geográficas não encontradas | 169.546 | 3
190.124.192.157 | Informações geográficas não encontradas | 156.225.111.17 | Informações geográficas não encontradas | 1726025777
190.124.192.129 | Informações geográficas não encontradas | 0.618 | 3
190.124.192.129 | Informações geográficas não encontradas | 0.416 | 3
190.124.192.129 | Informações geográficas não encontradas | 0.343 | 3
190.124.210.20 | Informações geográficas não encontradas | 0.741 | 3
190.124.210.20 | Informações geográficas não encontradas | 0.626 | 3
190.124.210.20 | Informações geográficas não encontradas | 0.666 | 3
190.124.210.6 | Informações geográficas não encontradas | 0.818 | 3
190.124.210.6 | Informações geográficas não encontradas | 0.684 | 3
190.124.210.6 | Informações geográficas não encontradas | 0.683 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
8.243.19.6 | Informações geográficas não encontradas | 8.335 | 3
8.243.19.6 | Informações geográficas não encontradas | 8.209 | 3
8.243.19.6 | Informações geográficas não encontradas | 8.154 | 3
8.243.19.5 | Informações geográficas não encontradas | 15.289 | 3
8.243.19.5 | Informações geográficas não encontradas | 21.543 | 3
8.243.19.5 | Informações geográficas não encontradas | 10.015 | 3
4.69.136.66 | Informações geográficas não encontradas | 146.582 | 3
4.69.136.66 | Informações geográficas não encontradas | 146.643 | 3
4.69.136.66 | Informações geográficas não encontradas | 146.588 | 3
4.14.101.14 | Informações geográficas não encontradas | 162.569 | 3
4.14.101.14 | Informações geográficas não encontradas | 178.343 | 3
4.14.101.14 | Informações geográficas não encontradas | 162.707 | 3
103.140.147.234 | Informações geográficas não encontradas | 162.713 | 3
103.140.147.234 | Informações geográficas não encontradas | 162.713 | 3
103.140.147.234 | Informações geográficas não encontradas | 162.71 | 3
103.140.147.253 | Informações geográficas não encontradas | 162.667 | 3
103.140.147.253 | Informações geográficas não encontradas | 162.527 | 3
103.140.147.253 | Informações geográficas não encontradas | 162.657 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
156.225.111.17 | Informações geográficas não encontradas | 162.649 | 3
156.225.111.17 | Informações geográficas não encontradas | 162.473 | 3
156.225.111.17 | Informações geográficas não encontradas | 162.582 | 3
10.200.21.99 | Informações geográficas não encontradas | 128.1.77.232 | Informações geográficas não encontradas | 1726025695
10.200.0.2 | Informações geográficas não encontradas | 0.835 | 3
10.200.0.2 | Informações geográficas não encontradas | 0.579 | 3
10.200.0.2 | Informações geográficas não encontradas | 0.531 | 3
202.22.131.154 | Informações geográficas não encontradas | 1.67 | 3
202.22.131.154 | Informações geográficas não encontradas | 1.855 | 3
202.22.131.154 | Informações geográficas não encontradas | 1.567 | 3
202.87.128.13 | Informações geográficas não encontradas | 2.646 | 3
202.87.128.13 | Informações geográficas não encontradas | 1.82 | 3
202.87.128.13 | Informações geográficas não encontradas | 1.816 | 3
125.63.12.157 | Informações geográficas não encontradas | 24.1 | 3
125.63.12.157 | Informações geográficas não encontradas | 23.925 | 3
125.63.12.157 | Informações geográficas não encontradas | 23.892 | 3
125.63.12.157 | Informações geográficas não encontradas | 23.746 | 3
125.63.12.157 | Informações geográficas não encontradas | 23.771 | 3
125.63.12.157 | Informações geográficas não encontradas | 24.195 | 3
103.200.13.67 | Informações geográficas não encontradas | 174.114 | 3
103.200.13.67 | Informações geográficas não encontradas | 174.14 | 3
103.200.13.67 | Informações geográficas não encontradas | 174.255 | 3
103.200.13.168 | Informações geográficas não encontradas | 174.197 | 3
